u,v,color
564,579,0
564,580,0
564,581,0
564,582,0
564,583,0
564,584,0
564,585,0
564,586,0
564,587,0
564,588,0
564,589,0
590,565,0
590,591,0
590,586,0
592,565,0
592,593,0
592,594,0,2
592,595,2,0
592,596,2,0
592,597,2,0
592,598,0,2
592,599,0,2
600,601,0
600,602,0
600,603,0
600,160,0
600,161,0
601,602,0
601,603,0
601,160,0
601,161,0
602,604,0
602,605,0
602,606,0
602,603,0
602,607,0
602,608,0
603,160,0
603,161,0
609,610,0,2
609,611,2,0
609,612,2,0
609,613,0,2
609,614,2,0
609,615,0,2
609,616,0,2
617,618,0,2
617,510,2,0
617,619,0,2
617,253,0,2
617,511,0,2
617,620,2
617,621,2,0
617,622,2
617,344,2,0
617,623,0,2
617,624,2,0
617,625,2
617,626,2
617,479,2,0
617,627,0,2
617,242,2,0
617,628,0,2
617,258,2,0
617,629,2,0
617,630,2
617,631,2,0
617,632,2
617,633,2,0
617,519,2,0
617,634,0,2
617,635,0,2
617,521,2
617,636,2
617,637,2,0
617,522,0,2
617,523,2
617,638,0,2
617,639,0,2
617,640,2
617,641,2
617,430,2
617,526,2
617,642,2,0
617,643,0,2
617,644,2,0
617,645,2
617,527,0,2
617,267,0,2
617,646,2,0
617,270,0,2
617,647,2,0
617,648,2,0
617,273,0,2
617,649,2
617,650,2,0
617,528,0,2
617,529,0,2
617,651,2
617,652,0,2
617,531,2
617,653,0,2
617,654,2
617,348,0,2
617,277,0,2
617,655,2,0
617,656,2,0
617,279,2,0
617,657,0
617,658,0
617,659,2,0
617,660,2
617,350,0,2
617,537,2,0
617,661,2,0
617,662,2
617,663,2
617,664,0,2
617,665,2,0
617,541,0,2
617,542,2
617,543,2
617,440,2
617,666,0,2
617,306,2,0
617,667,2,0
617,248,2,0
617,249,2,0
617,668,0,2
617,669,0,2
617,670,2
617,671,0,2
617,672,2
617,673,2
617,674,0,2
617,675,0,2
617,676,2,0
617,354,2,0
617,677,0,2
617,678,0,2
617,679,2,0
617,680,0,2
617,553,2,0
617,681,0,2
617,682,2,0
617,555,2
617,683,2
617,684,2,0
617,685,2,0
617,686,0,2
617,687,2,0
617,688,2,0
617,556,2,0
617,689,2
617,690,0,2
617,691,2
617,559,2
617,445,2
617,692,0
617,448,2
617,289,2,0
617,563,2
617,693,2,0
617,694,0,2
695,618,0,1,2
695,507,2
695,696,2,0,1
695,319,1,2,0
695,697,0,1,2
695,698,2,1,0
695,699,0,2,1
695,479,1,0,2
695,700,2,0,1
695,701,2,1,0
695,322,1,2,0
695,702,1,0,2
695,703,2,0,1
695,704,0,2,1
695,639,1,0,2
695,705,1,2,0
695,706,0,2,1
695,707,2
695,708,2
695,709,2
695,304,1,0,2
695,710,1,0,2
695,659,2,0,1
695,711,1,2,0
695,712,2,0,1
695,713,2,0,1
695,306,2
695,714,0,2,1
695,715,2,0,1
695,716,1,2,0
695,677,0,2,1
695,678,1,2,0
695,717,1,0,2
695,718,1,2,0
695,719,1,0,2
695,553,0,1,2
695,455,2
695,720,2
695,721,1,0,2
695,722,2
695,448,2,0,1
695,723,0,1,2
724,618,2,0,1
724,725,1,2,0
724,320,2,1,0
724,631,0,2,1
724,648,2,0
724,678,0,2,1
724,677,2,0,1
724,354,1,0,2
724,726,0,1,2
724,306,2,0
724,662,2,1,0
724,727,2,0,1
724,659,2,1,0
724,459,0,2,1
724,424,2,1,0
724,633,1,2,0
635,618,0,2
635,507,2,0
635,510,0,2
635,456,2,0
635,728,0,2
635,253,2,0
635,511,0,2
635,729,0,2
635,319,2,0
635,320,2,0
635,730,0
635,697,0,2
635,621,0,2
635,344,2,0
635,624,0,2
635,479,2,0
635,627,2,0
635,731,2,0
635,242,0,2
635,628,2,0
635,258,0,2
635,629,0,2
635,732,0,2
635,631,0,2
635,733,0
635,734,2,0
635,633,0,2
635,519,0,2
635,634,2,0
635,735,2,0
635,736,0,2
635,521,2
635,703,2,0
635,637,0,2
635,522,2,0
635,523,2
635,638,0,2
635,737,2,0
635,639,2,0
635,738,2,0
635,739,2,0
635,526,2
635,740,2,0
635,643,0,2
635,644,0,2
635,707,0,2
635,741,2
635,527,2,0
635,267,2,0
635,646,0,2
635,708,0,2
635,270,2,0
635,647,2
635,648,0,2
635,273,2,0
635,650,2,0
635,528,0,2
635,529,0,2
635,742,2,0
635,709,2,0
635,743,0,2
635,652,0,2
635,531,2
635,653,0,2
635,348,2,0
635,277,0,2
635,744,0,2
635,710,0,2
635,656,0,2
635,279,0,2
635,657,0
635,659,2,0
635,711,2,0
635,745,0
635,350,2,0
635,537,2,0
635,661,2,0
635,664,0,2
635,665,0,2
635,541,2,0
635,542,2
635,439,0,2
635,543,2
635,666,2,0
635,306,2,0
635,335,2,0
635,667,2,0
635,248,0,2
635,249,0,2
635,668,2,0
635,669,0,2
635,746,0,2
635,747,2,0
635,671,2,0
635,748,2,0
635,714,0,2
635,715,0,2
635,675,2,0
635,676,2,0
635,749,2,0
635,354,2,0
635,677,2,0
635,678,0,2
635,680,0,2
635,553,0,2
635,681,2,0
635,682,0,2
635,555,2
635,684,0,2
635,685,2,0
635,720,2,0
635,686,2,0
635,750,0
635,687,0,2
635,688,2,0
635,556,2,0
635,751,2,0
635,752,0,2
635,559,2
635,722,2,0
635,289,2,0
635,753,0,2
635,723,0,2
635,563,2
635,693,2,0
635,694,0,2
637,618,0,2,1
637,507,2,0
637,510,0,2,1
637,696,2,1,0
637,253,2,0
637,754,0,1,2
637,511,0,1,2
637,729,2,0
637,755,1,2,0
637,621,1,2,0
637,344,1,2,0
637,756,2,1,0
637,624,2,0
637,479,2,1,0
637,627,0,2,1
637,242,0,2,1
637,628,2,1,0
637,258,0,2
637,700,0,1,2
637,629,0,2,1
637,631,1,0,2
637,633,1,0,2
637,519,0,2,1
637,634,2,0,1
637,736,1,0,2
637,521,0,2,1
637,703,1,2,0
637,522,0,2,1
637,523,0,1,2
637,638,2,0
637,757,0
637,758,1,0,2
637,739,1,2,0
637,430,2,0,1
637,526,0,1,2
637,459,0,2,1
637,643,1,2,0
637,707,2,0
637,527,2,0,1
637,267,1,0,2
637,646,0,2
637,708,0,2
637,759,1,0,2
637,270,1,0,2
637,648,2,0
637,273,0,2
637,650,2,0,1
637,528,2,1,0
637,529,2,0
637,709,0,2
637,743,2,1,0
637,652,1,2,0
637,531,2,1,0
637,653,1,2,0
637,348,0,2,1
637,277,0,2
637,760,2,1,0
637,655,2,0,1
637,761,0
637,656,2,0,1
637,279,1,0,2
637,762,0,2,1
637,659,0,1,2
637,350,2,0,1
637,537,0,1,2
637,661,2,0
637,763,2,1,0
637,664,1,2,0
637,333,0,1,2
637,665,1,0,2
637,541,0,2,1
637,542,2,1,0
637,543,2,1,0
637,440,1,0,2
637,666,2,0,1
637,764,1,2,0
637,306,2,0
637,335,1,0,2
637,248,2,0,1
637,249,2,0,1
637,726,1,0,2
637,669,0,2,1
637,765,2,1,0
637,408,0,2
637,671,2,0
637,766,1,2,0
637,767,0,1,2
637,768,0,1,2
637,769,1,2,0
637,715,1,2,0
637,675,2,0,1
637,676,1,2,0
637,354,2,0,1
637,677,0,2,1
637,678,0,1,2
637,680,2,1,0
637,312,2,0,1
637,553,0,1,2
637,681,2,0
637,682,0,2,1
637,555,2,1,0
637,684,2,1,0
637,685,1,2,0
637,720,2,0
637,686,2,1,0
637,687,1,0,2
637,556,0,2
637,317,1,0,2
637,770,0,2,1
637,559,0,1,2
637,722,2,0
637,445,0,1,2
637,289,2,0
637,723,0,1,2
637,563,0,1,2
637,693,1,2,0
637,694,0,2,1
707,618,2,0
707,510,2,0
707,253,0,2
707,754,0,2
707,511,0,2
707,729,0,2
707,319,2,0
707,755,0,2
707,621,0,2
707,344,0,2
707,756,0,2
707,627,0,1,2
707,242,0,2
707,628,2,0
707,258,2,0
707,631,2,0
707,633,0,2
707,519,2,0
707,736,2,0
707,521,2
707,703,2,0
707,522,0,2
707,523,2
707,638,0,2
707,430,2
707,526,2
707,459,2,0
707,643,2,0
707,433,2,0
707,527,2,0
707,267,0,2
707,646,2,0
707,270,0,2
707,648,2,0
707,273,2,0
707,650,2,0
707,528,0,2
707,529,2,0
707,652,0,2
707,531,2
707,653,2,0
707,348,0,2
707,277,2,0
707,710,2
707,761,0
707,279,2,0
707,762,0,2
707,658,0
707,659,0,2
707,745,0
707,350,0,2
707,537,0,2
707,661,2,0
707,664,2,0
707,541,2,0
707,542,2
707,543,2
707,440,2
707,306,2,0
707,248,0,2
707,249,0,2
707,726,0,2
707,669,2,0
707,765,0,2
707,671,0,2
707,766,2,0
707,767,0,2
707,768,0,2
707,769,2,0
707,354,0,2
707,771,2
707,677,0,2
707,678,0,2
707,680,2,0
707,312,0,2
707,553,2,0
707,681,0,2
707,682,2,0
707,555,2
707,684,0,2
707,685,0,2
707,686,2,0
707,556,2,0
707,317,2,0
707,770,2,0
707,559,2
707,445,2
707,692,0
707,289,0,2
707,723,0,2
707,563,2
707,693,0,2
709,618,2,0
709,510,0,2
709,253,0,2
709,754,2,0
709,511,0,2
709,729,2,0
709,319,0,2
709,755,2,0
709,621,0,2
709,344,2,0
709,756,0,2
709,627,1,2,0
709,242,2,0
709,628,2,0
709,258,0,2
709,631,0,2
709,633,2,0
709,519,0,2
709,736,0,2
709,521,2
709,703,2,0
709,522,0,2
709,523,2
709,638,2,0
709,430,2
709,526,2
709,459,0,2
709,643,2,0
709,433,2,0
709,527,0,2
709,267,2,0
709,646,2,0
709,270,2,0
709,648,2,0
709,273,0,2
709,650,0,2
709,528,2,0
709,529,0,2
709,652,2,0
709,531,2
709,653,2,0
709,348,2,0
709,277,2,0
709,710,2
709,761,0
709,279,0,2
709,762,0,2
709,658,0
709,659,0,2
709,745,0
709,350,0,2
709,537,0,2
709,661,2,0
709,664,0,2
709,541,2,0
709,542,2
709,543,2
709,440,2
709,306,0,2
709,248,2,0
709,249,0,2
709,726,0,2
709,669,0,2
709,765,0,2
709,671,0,2
709,766,2,0
709,767,0,2
709,768,0,2
709,769,2,0
709,354,2,0
709,771,2
709,677,2,0
709,678,0,2
709,680,2,0
709,312,0,2
709,553,2,0
709,681,2,0
709,682,0,2
709,555,2
709,684,0,2
709,685,0,2
709,686,2,0
709,556,0,2
709,317,2,0
709,770,0,2
709,559,2
709,445,2
709,692,0
709,289,2,0
709,723,0,2
709,563,2
709,693,0,2
772,618,0
772,621,0
772,627,0
772,242,0
772,628,0
772,736,0
772,643,0
772,652,0
772,653,0
772,350,0
772,248,0
772,249,0
772,726,0
772,354,0
772,680,0
772,684,0
760,618,2,1,0
760,773,0
760,774,2,1,0
760,775,2,0,1
760,776,0
760,777,1,0,2
760,778,0,1,2
760,779,2,1,0
760,780,0
760,781,0,1,2
760,782,2,0
760,783,0,1,2
760,344,1,2,0
760,698,0,1,2
760,784,0
760,785,2,1,0
760,699,0,2,1
760,786,0,1,3,2,6
760,242,1,0,2
760,700,2,1,0,6,3
760,787,1,2,0
760,788,2,3,1,0,6
760,633,2,1,0
760,789,0,2
760,702,6,0,3,2,1
760,790,2,1,0
760,791,1,0,2
760,792,2,1,6,3,0
760,793,0,2,1
760,639,1,0,2
760,758,6,3,2,0,1
760,794,0,2
760,795,0
760,642,2,6,3,1,0
760,796,2,1,0
760,797,2,0,1
760,798,2,1,0
760,799,0,2
760,267,2,1,0
760,759,1,2,0
760,270,0,1,2
760,326,0,6,3,2,1
760,800,2,0
760,273,2,0
760,801,1,0,6,2,3
760,802,0
760,803,0
760,804,2,0,1
760,805,0
760,806,2,1,0
760,807,0
760,348,2,0,1
760,277,2,0
760,808,0,1,2
760,809,0,1,2
760,279,2,0,1
760,810,0
760,811,0
760,812,2,1,0
760,813,3,2,1,0
760,814,0
760,815,2
760,712,0,2,1
760,816,2,1,0
760,208,0
760,350,2,0,1
760,333,3,6,1,0,2
760,817,0,2,1
760,818,2,0,1
760,819,2,0
760,820,2,1,0
760,821,2,1,0
760,822,2,0
760,335,0,3,1,2,6
760,823,0,2
760,824,2,0,6,3,1
760,248,1,2,0
760,249,2,1,0
760,825,2,0,1
760,826,0
760,408,2,0
760,827,1,2,0
760,828,0
760,829,0,2,1
760,830,3,6,2,1,0
760,831,0,1,2
760,832,1,2,0,3
760,674,0,2,1
760,833,0
760,834,0,2,1
760,835,2
760,836,1,3,0,2
760,837,2
760,717,1,0,2
760,838,0
760,839,1,2,0
760,682,1,2,0
760,840,0
760,841,0,2,1
760,842,0
760,843,0,2
760,844,0
760,845,0
760,846,6,0,2,3,1
760,847,0
760,848,0,2
760,289,0,2
760,849,6,0,3,2,1
760,850,0,1,2
760,851,2,0,1
760,852,0,6,1,2,3
657,618,0
657,253,0
657,621,0
657,344,0
657,627,0
657,633,0
657,638,0
657,643,0
657,646,0
657,648,0
657,273,0
657,650,0
657,348,0
657,279,0
657,658,0
657,659,0
657,661,0
657,664,0
657,306,0
657,671,0
657,354,0
657,677,0
657,678,0
657,680,0
657,681,0
657,682,0
657,686,0
657,692,0
657,289,0
658,618,0
658,507,0
658,422,0
658,621,0
658,479,0
658,627,0
658,633,0
658,703,0
658,638,0
658,643,0
658,646,0
658,708,0
658,853,0
658,648,0
658,659,0
658,306,0
658,248,0
658,249,0
658,671,0
658,715,0
658,354,0
658,677,0
658,678,0
658,680,0
658,681,0
658,462,0
658,720,0
658,686,0
658,689,0
658,722,0
817,618,1,2,0
817,773,0
817,776,0
817,777,2,0,1
817,253,0,2
817,319,1,0,2
817,778,2,1,0
817,780,0
817,781,1,0,2
817,782,0,2
817,783,1,0,2
817,344,2,1,0
817,698,2,1,0
817,784,0
817,624,2,0
817,785,0,1,2
817,699,2,1,0
817,786,0,1,2
817,242,2,1,0
817,788,0,1,2
817,633,0,2,1
817,854,0,2,1
817,855,1,0,2
817,789,0,2
817,856,2,0,1
817,702,1,2,0
817,790,1,2,0
817,791,2,1,0
817,792,2,1,0
817,758,2,0,1
817,794,2,0
817,795,0
817,642,2,0,1
817,796,1,2,0
817,797,2,1,0
817,798,2,1,0
817,799,0,2
817,267,0,2,1
817,853,0,2,1
817,759,2,0,1
817,270,0,1,2
817,857,2,0,1
817,858,0,1,2
817,326,0,2,1
817,800,0,2
817,273,0,2
817,650,1,2,0
817,801,1,2,0
817,802,0
817,803,0
817,804,2,0,1
817,805,0
817,806,0,2,1
817,807,0
817,859,2,0,1
817,348,1,0,2
817,277,0,2
817,808,2,1,0
817,279,0,1,2
817,810,0
817,811,0
817,860,0
817,812,2,0,1
817,813,0,3,1,2
817,814,0
817,712,2,0,1
817,816,2,0,1
817,208,0
817,350,2,1,0
817,661,0,2
817,438,2,0
817,664,1,2,0
817,333,1,2,0
817,818,2,0,1
817,819,2,0
817,820,0,1,2
817,822,2,0
817,861,1,2,0
817,306,0,2
817,335,2,0,1
817,823,2,0
817,824,1,0,2
817,248,2,0,1
817,249,1,0,2
817,862,0,1,2
817,826,0
817,408,0,2
817,827,2,1,0
817,828,0
817,829,0,1,2
817,830,2,0,1
817,832,3,1,0,2
817,863,1,0,2
817,674,2,0,1
817,833,0
817,834,0,2,1
817,836,2,3,1,0
817,837,2
817,717,2,0,1
817,838,0
817,313,0,1,2
817,682,0,2,1
817,840,0
817,842,0
817,444,2,0
817,864,2
817,843,2,0
817,844,0
817,845,0
817,846,2,1,0
817,847,0
817,848,2,0
817,722,2,0
817,289,2,0
817,849,0,1,2
817,850,0,1,2
817,851,2,1,0
817,852,1,2,0
865,618,0
865,759,0
865,680,0
866,618,2,1,0
866,240,1,2,0
866,320,0,2,1
866,446,1,0,2
866,867,0,2
866,425,2,1,0
866,426,0,2,1
866,868,0,2
866,869,0
866,244,0
866,247,0,2
866,668,0,2
866,870,2,0,1
866,871,0
866,771,0
866,680,1,2,0
866,553,0,2,1
866,872,1,2,0
866,448,0
866,873,0
720,618,2,0
720,510,2,0
720,253,2,0
720,754,2,0
720,511,2,0
720,729,0,2
720,319,2,0
720,755,2,0
720,621,2,0
720,344,2,0
720,756,2,0
720,627,1,0,2
720,242,0,2
720,628,2,0
720,258,2,0
720,631,0,2
720,788,0,2
720,633,2,0
720,519,2,0
720,736,2,0
720,425,2
720,521,2
720,703,0,2
720,522,0,2
720,523,2
720,638,0,2
720,430,2
720,526,2
720,459,2,0
720,643,0,2
720,433,2,0
720,527,2,0
720,267,2,0
720,646,0,2
720,270,0,2
720,648,2,0
720,273,0,2
720,650,2,0
720,528,0,2
720,529,2,0
720,652,0,2
720,531,2
720,653,2,0
720,348,2,0
720,277,0,2
720,710,2
720,761,0
720,279,2,0
720,762,0,2
720,659,2,0
720,745,0
720,350,0,2
720,537,0,2
720,661,2,0
720,664,2,0
720,541,2,0
720,542,2
720,543,2
720,440,2
720,306,0,2
720,248,0,2
720,249,0,2
720,726,2,0
720,669,0,2
720,765,0,2
720,671,0,2
720,766,0,2
720,767,2,0
720,768,2,0
720,769,0,2
720,354,2,0
720,771,2
720,677,0,2
720,678,0,2
720,680,0,2
720,312,0,2
720,553,0,2
720,872,2
720,681,0,2
720,682,0,2
720,555,2
720,684,0,2
720,685,2,0
720,686,2,0
720,688,0,2
720,556,2,0
720,317,2,0
720,770,0,2
720,559,2
720,445,2
720,692,0
720,448,2
720,289,2,0
720,723,2,0
720,563,2
720,693,0,2
874,618,0
874,875,0
874,876,0
874,877,0
874,728,0
874,320,0
874,621,0
874,344,0
874,627,0
874,242,0
874,628,0
874,733,0
874,736,0
874,878,0
874,879,0
874,703,0
874,643,0
874,880,0
874,644,0
874,267,0
874,759,0
874,270,0
874,881,0
874,882,0
874,650,0
874,652,0
874,883,0
874,653,0
874,348,0
874,884,0
874,860,0
874,885,0
874,886,0
874,350,0
874,887,0
874,888,0
874,889,0
874,248,0
874,249,0
874,890,0
874,668,0
874,726,0
874,891,0
874,714,0
874,892,0
874,715,0
874,354,0
874,893,0
874,894,0
874,677,0
874,678,0
874,895,0
874,680,0
874,684,0
874,896,0
692,618,0
692,507,0
692,422,0
692,621,0
692,479,0
692,627,0
692,633,0
692,703,0
692,638,0
692,643,0
692,646,0
692,708,0
692,853,0
692,648,0
692,659,0
692,306,0
692,248,0
692,249,0
692,671,0
692,715,0
692,354,0
692,677,0
692,678,0
692,680,0
692,681,0
692,686,0
692,689,0
692,722,0
897,320,0,2
897,898,2,0
897,899,2,0
900,901,0,2
900,902,2,0
900,903,0,2
900,904,0,2
900,905,0,2
900,906,0
900,907,0,2
900,908,2,0
900,909,2,0
900,910,2,0
900,911,2,0
900,912,0,2
900,913,2,0
900,914,0,2
900,915,2,0
900,916,0,2
900,917,2,0
900,918,0,2
900,919,2,0
900,920,0
900,921,0,2
900,922,2,0
900,923,0
900,924,0,2
900,925,2,0
900,926,2,0
901,927,0
901,902,2,0
901,903,0,2
901,904,2,0
901,905,0,2
901,907,2,0
901,908,0,2
901,909,2,0
901,910,0,2
901,911,0,2
901,912,0,2
901,913,2,0
901,928,0
901,915,0,2
901,916,2,0
901,929,0
901,917,0,2
901,918,0,2
901,919,2,0
901,930,0
901,931,0,2
901,932,0
901,921,2,0
901,922,2,0
901,933,0,2
901,924,2,0
901,925,0,2
901,926,2,0
902,934,2,0
902,935,2,0
902,903,2,0
902,904,0,2
902,905,0,2
902,906,0
902,907,2,0
902,908,0,2
902,909,0,2
902,910,2,0
902,911,0,2
902,912,0,2
902,936,0,2
902,937,2,0
902,938,2,0
902,913,0,2
902,914,0,2
902,939,0,2
902,940,2,0
902,941,0,2
902,915,0,2
902,942,2,0
902,916,2,0
902,917,2,0
902,918,0,2
902,943,2,0
902,919,2,0
902,920,0
902,944,0
902,922,2,0
902,945,2,0
902,923,0
902,924,2,0
902,925,0,2
902,926,2,0
903,927,0,1,2
903,946,0
903,947,1,2,0
903,948,1,2,0
903,949,1,0,2
903,950,0
903,951,0
903,952,2,1,0
903,904,0,2
903,953,2,1,0
903,954,0,2,1
903,955,0,2,1
903,956,1,2,0
903,957,0
903,958,2,0,1
903,472,0
903,959,0,2,1
903,960,0
903,961,1,2,0
903,962,1,0,2
903,963,1,2,0
903,910,0,2
903,458,0
903,964,0
903,911,0,2
903,936,2,1,0
903,965,0,1,2
903,966,0
903,967,2,0,1
903,968,1,0,2
903,969,2,1,0
903,970,0,1,2
903,937,1,0,2
903,913,2,0
903,914,2,0,1
903,928,0,1,2
903,971,1,2,0
903,972,2,1,0
903,973,0
903,939,0,2,1
903,974,2,1,0
903,915,1,2,0
903,975,1,2,0
903,916,0,2
903,976,2,1,0
903,917,2,0,1
903,977,1,0,2
903,918,0,2
903,978,0
903,979,1,0,2
903,980,2,0,1
903,981,2,0,1
903,982,1,0,2
903,919,0,2
903,931,0,1,2
903,674,0
903,932,1,2,0
903,983,2,0
903,984,0,1,2
903,921,1,2,0
903,985,0,2
903,986,0
903,987,2,0,1
903,933,0,2
903,988,0,1,2
903,945,0,2,1
903,925,2,0
903,989,0,1,2
903,926,1,2,0
904,952,2,0
904,905,0,2
904,906,0
904,907,2,0
904,908,2,0
904,909,2,0
904,910,2,0
904,911,0,2
904,912,0,2
904,936,2,0
904,937,0,2
904,913,0,2
904,939,0,2
904,916,0,2
904,917,2,0
904,918,0,2
904,982,2,0
904,919,0,2
904,930,0
904,932,0
904,922,0,2
904,945,2,0
904,924,0,2
904,925,0,2
904,926,0,2
905,934,2,0
905,935,0,2
905,907,2,0
905,908,0,2
905,909,0,2
905,910,2,0
905,912,2,0
905,965,3
905,913,2,0
905,941,2,0
905,915,2,0
905,990,0
905,991,0
905,918,2,0
905,919,0,2
905,922,2,0
905,924,0,2
907,992,1,2,0,3
907,934,1,0,2
907,935,0
907,593,2,0
907,906,0,1,2
907,908,2,0
907,909,0,2
907,910,0,2
907,993,0
907,911,0,1,2
907,912,0,2,1
907,936,2,1,0,3
907,965,3
907,594,0
907,994,2,0,1
907,913,2,0
907,914,1,2,0
907,995,2,0,1
907,941,2,1,0
907,915,3,2,0,1
907,916,0,2,1
907,918,0,2
907,996,2,0,1
907,411,2,0
907,919,2,0
907,412,2,0
907,597,0
907,983,0
907,920,0,2,1
907,598,0
907,944,1,0,2
907,922,2,0
907,933,2
907,923,1,2,0
907,924,0
907,925,0
907,599,0
907,997,1,3,2,0
907,998,2,1,3,0
907,999,1,2,3,0
909,992,2,0
909,934,0,2
909,935,2,0
909,593,2,0
909,908,2,0
909,910,2,0
909,912,2,0
909,936,0,2
909,965,3
909,913,2,0
909,1000,0,2
909,941,2,0
909,915,2,0
909,991,0
909,918,0,2
909,943,2,0
909,1001,0,2
909,919,2,0
909,922,0,2
909,924,2,0
909,997,0,2
909,998,0,2
909,999,2,0
910,934,2,0
910,935,2,0
910,906,0
910,959,0
910,908,0,2
910,911,0,2
910,912,2,0
910,936,0,2
910,965,0,3,2
910,938,0,2
910,913,0,2
910,914,2,0
910,940,0,2
910,941,0,2
910,915,0,2
910,916,2,0
910,917,0,2
910,918,0,2
910,919,2,0
910,932,0
910,920,0
910,921,0,2
910,944,0
910,922,0,2
910,1002,2
910,923,0
910,924,0,2
910,925,0,2
910,926,2,0
911,992,0,2,1
911,934,0
911,946,0,2,1
911,935,0,1,2
911,950,0,2,1
911,957,0,1,2
911,958,0
911,906,0,2,1
911,472,1,0,2
911,959,0
911,961,0
911,993,0
911,458,2,1,0
911,964,1,2,0
911,1003,0,1,2
911,912,0
911,936,2,0,1
911,965,2,1,0
911,967,2,0
911,994,0,1,2
911,913,0,2
911,914,0,2,3,1
911,971,0
911,995,0,1,2
911,941,0
911,915,0,2,1
911,1004,0,2,1
911,916,0,1,2
911,917,0,2
911,918,2,0
911,978,2,0,1
911,979,0,1,2
911,1005,1,0,2
911,1006,0,2,1
911,1007,1,0,2
911,919,0,2
911,931,0,2
911,983,0
911,920,1,2,0
911,921,0,2
911,944,0,1,2
911,986,0,1,2
911,933,2,0
911,923,2,1,0
911,1008,1,0,2
911,924,0,2,1
911,925,0,2,1
911,997,2,1,0
911,989,0
911,998,2,1,0
911,999,1,0,2
911,926,0,2
912,992,1,0,3,2
912,934,0,2,1
912,935,1,2,0
912,593,0,2
912,908,2,0
912,993,0
912,936,3,0,1,2
912,965,3
912,994,2,0,1
912,913,0,2
912,914,0
912,1009,0
912,995,2,0,1
912,941,1,2,0
912,915,3,1,0,2
912,916,0
912,1010,0
912,1011,0
912,918,2,0
912,996,0,2,1
912,411,0,2
912,919,0,2
912,412,0,2
912,983,0
912,920,0
912,922,0,2
912,924,1,2,0
912,925,0
912,997,0,3,1,2
912,998,2,0,3,1
912,999,3,1,0,2
913,927,0
913,934,2,0
913,906,0
913,908,0,2
913,936,2,0
913,965,3,2,0
913,1012,2
913,937,0,2
913,938,0,2
913,914,0,2
913,1000,0,2
913,928,0
913,939,0,2
913,940,0,2
913,941,2,0
913,915,2,0
913,916,2,0
913,929,0
913,917,0,2
913,918,2,0
913,943,0,2
913,1001,0,2
913,919,2,0
913,930,0
913,920,0
913,921,0,2
913,944,0
913,922,2,0
913,923,0
913,924,2,0
913,925,0,2
913,926,0,2
914,992,2,3,0,1
914,934,0
914,946,2
914,935,2,0,1
914,949,2,1,0
914,950,2
914,953,1,2,0
914,954,1,2,0
914,956,1,2,0
914,957,2
914,958,1,0,2
914,906,2,0,1
914,959,2,1,0
914,961,0,1,2
914,963,0,1,2
914,993,0
914,936,0,2,3,1
914,965,0,3,1,2
914,967,1,0,2
914,968,1,0,2
914,994,0,1,2
914,937,0,1,2
914,971,1,0,2
914,995,2,0,1
914,939,2,0,1
914,941,0
914,974,2,0,1
914,915,3,2,0,1
914,975,0,1,2
914,916,1,2,3,0
914,917,2,1,0
914,978,2
914,979,1,0,2
914,996,0,1,2
914,980,0,1,2
914,919,0,2
914,931,1,2,0
914,932,0,1,2
914,983,0
914,984,1,2,0
914,920,1,0,2
914,944,1,0,2
914,986,2
914,933,2,0
914,988,1,0,2
914,945,0,2,1
914,923,0,2,1
914,924,0,2,1
914,925,2,1,0
914,997,2,1,3,0
914,989,0,2,1
914,998,3,1,0,2
914,999,3,1,2,0
914,926,0,2,1
915,508,0
915,509,0
915,992,0
915,1013,2
915,934,1,0,3,2
915,946,2,0,1
915,947,0,2,1
915,935,0,1,3,2
915,593,1,0,2
915,950,2,0,1
915,515,0
915,516,0
915,517,0
915,957,1,0,2
915,518,0
915,958,0,2,1
915,906,2,0
915,487,0,1,2
915,959,0,1,2
915,961,1,0,2
915,908,0,2
915,993,6,2,1,3,0
915,458,0,1,2
915,964,0,1,2
915,1003,0,2,1
915,936,0,1,2
915,965,0,3,1,2
915,994,1,2,0
915,328,2,1
915,971,2,0,1
915,973,0,1,2
915,995,1,2,0
915,941,0,3,2,1
915,975,2,1,0
915,916,1,2,0
915,534,0
915,535,0
915,917,1,0,2
915,918,0,2
915,978,1,2,0
915,1014,0,2,1
915,979,1,2,0
915,996,1,0,2
915,1005,1,0,2
915,1006,1,2,0
915,1007,0,2,1
915,548,0
915,919,2,0
915,1015,2,0,1
915,983,1,0,3,2
915,338,2,1
915,1016,2
915,549,0
915,1017,2,0
915,920,2,0
915,985,2,0
915,551,0
915,552,0
915,1018,2
915,944,0,2
915,986,2,1,0
915,922,2,0
915,923,0,2,1
915,1008,1,0,2
915,924,0,1,3,2
915,925,1,2,0
915,561,0
915,997,0
915,989,2,1,0
915,998,0
915,999,0
915,926,1,0,2
916,1019,0,2,1
916,992,1,2,0
916,1020,2,0,1
916,934,0
916,946,1,0,2
916,947,0,2
916,935,1,2,0
916,949,2,0
916,950,1,0,2
916,956,0,2
916,957,0,1,2
916,1021,1,2,0
916,906,0,1,2
916,472,0,2,1
916,1022,1,0,2
916,963,2,0
916,1023,0,1,2
916,993,0
916,458,0,1,2
916,964,0,1,2
916,1024,1,0,2
916,1003,0,1,2
916,936,1,2,0
916,965,2,0,3,1
916,1025,1,0,2
916,594,0
916,994,0,1,2
916,938,2,0
